assess loan risk,1
send acceptance pack,1
update loan application,1
send home insurance quote,1
prepare acceptance pack,1
check home insurance quote requested,1
assess eligibility,1
notify cancellation,1
return forms back,1
return operation error,1
process request,1
prepare view,1
prepare welcome screen,1
prepare error form,1
validate form,1
close user session,1
process user data,1
monitor session,1
prepare login screen,1
open user session,1
write failing test,1
understand bpmn model,1
extend bpmn mocks test pass,1
upgrade test level,1
request reimbursement,1
authorize payment,1
accept authorisation payment,1
decline payment authorisation,1
decline authorisation payment,1
advize customer payment authorised,1
accept notfiy customer reimbursement,1
evaluate request,1
accept payment authorisation,1
notify customer reimbursement declined,1
send bank offer,1
send no loan offer possible,1
send bank offer,1
send bank offer,1
create purchase order,1
send purchase order,1
rework purchase order,1
review purchase order,1
check current inventory level,1
approve purchase order,1
release reserved funds,1
reject purchase order,1
issue payment,1
divide requests according pick up time,1
perform dur,1
enter data,1
review dur,1
request pickup time,1
check insurance,1
record customer details,1
process payment,1
order parts,1
receive parts,1
contact customer,1
check availability,1
elicit customer information,1
identification parts,1
enter customer data crm,1
send switch over request,1
send customer data,1
compare customer data same existing data,1
check customer data,1
generate new customer object,1
send switch contract,1
update customer data,1
generate contract documents for switch,1
get supermarket list,1
store order,1
store product list,1
get price,1
calculate order,1
get lowes price list,1
return order,1
get supermarket list,1
store supermarket endpoints list,1
receive permission travel,1
notify removal of baggage passenger,1
complete outgoing passenger card,1
allow passenger proceed,1
collect documents,1
disallow passenger travelling,1
queue customs,1
complete outgoing passenger card,1
wait for action,1
evaluate validity,1
receive information that denied travelling,1
ascertain whether passenger continue,1
inform refusing proposition,1
launch accepting proposals of candidates for position of rector,1
reveal list of candidates,1
stop accepting proposals,1
start public meeting,1
end the public meeting,1
announce result of an election,1
check members are able vote new rector,1
organize public meeting of academic senate,1
inform results of election,1
perform an election,1
form list of candidates,1
count votes,1
use goods,1
approve trigger order,1
seek assistance,1
seek assistance,1
return item,1
pay replacement cost,1
seek assistance,1
return item,1
receive replacement bill,1
pay replacement cost,1
return item,1
check renewal eligibility standard loans,1
return item,1
pay replacement cost,1
return item,1
receive second reminder notice,1
return item,1
receive replacement bill,1
receive third reminder,1
pay reinstatement of privileges fee,1
receive second reminder notice,1
send automated reminder,1
seek assistance,1
pay replacement cost,1
receive third reminder,1
return item,1
seek assistance,1
receive replacement bill,1
pay replacement cost,1
seek assistance,1
return item,1
investigate case,1
set case solved state,1
shedule master production,1
plan capacity requirement,1
plan material requirement,1
plan rough cut capacity,1
change production plan request,1
check software scalable design,1
include type of services,1
test software,1
what determine price of software,1
check how often the software being updated,1
check software user friendly,1
check software requirement,1
check software reviews,1
create quote,1
request quote,1
cancel quote,1
process order,1
agree on request,1
write prescription,1
hospitalize patient,1
write an info note,1
educate patient,1
treat patient,1
examinating patient,1
examinating complex,1
need seeing doctor,1
obtain formular,1
is sent patient,1
request appointment,1
close patient case,1
call ambulance,1
review sales quote,1
create rfq,1
verify sales quote,1
wait for payment of fees,1
stamp letter,1
send membership cards,1
give fee data,1
write fees register,1
add member,1
phonecall complete data,1
empty letterbook,1
print membership card,1
send data,1
reject candidate,1
prepare invoice new candidates,1
send rejection letter,1
calculate member fee every person,1
create temporary centers areas affected disaster,1
send files,1
put data alcs system creating paper file,1
put report file,1
proceed checkout,1
filter on used books,1
return filtered results,1
search amazon catalogue used book,1
trigger payment,1
call dca,1
check book status,1
contact register customer,1
call police,1
send customer letter,1
call customer,1
send customer letter,1
check customer phone number,1
check book status,1
send customer letter,1
check net bank,1
wait for some time,1
find out that certification needed job hunting,1
check certification completeness,1
go for signature,1
rework purchase order,1
review purchase order,1
issue payment,1
reserve necessary funds for payment,1
check inventory level,1
release funds for payment,1
create purchase order,1
receive prospect customer change notification,1
update usage information,1
assess prospect customer masterdata,1
review customer master data,1
search prospect customer,1
choose supplier,1
give details of the attendance numbers,1
invite people,1
receive invitation,1
reject invitation,1
confirm attendance,1
attend wedding,1
telephone confirm attendance,1
click create event,1
enter information about event,1
create event save calendar,1
consider candidates site resource meeting,1
advertize job,1
assess applications shortlist,1
review claim,1
reject claim,1
send payment,1
check recieve,1
reject claim,1
review claim,1
sumit claim,1
request more information,1
send payment,1
provide more information,1
review claim,1
review claim,1
install local calculation setup,1
generate rwa reports local supervisor,1
load dff files stresstesting,1
check technical,1
present board,1
report via custom sql ms excel,1
unlock user context rbru,1
receive rbru data,1
prepare dff files stresstesting,1
check bf,1
calculate ead,1
define parametrization,1
generate fin reports local supervisor,1
calculate stresstesting scenarios,1
generate corp reports local supervisor,1
calculate rwa,1
send shipping request,1
receive materials parts,1
analyze responses,1
process request,1
receive confirmation,1
assembly chassis,1
send order,1
create accessories order,1
receive shipping notification,1
ship materials,1
receive shipping work order,1
receive shipping work order,1
process request,1
create shipping order,1
ship cars,1
create shipping request,1
send confirmation rejection,1
send manufacture work order,1
send confirmation rejection,1
receive request,1
process price availability request,1
receive shipping notification,1
receive cars,1
wait for notification,1
process price availability request,1
park warehouse,1
ship materials,1
forecast demand target sales,1
analyze work order,1
receive confirmation,1
receive cars,1
receive response,1
park warehouse,1
receive work order,1
create shipping request,1
send shipping request,1
receive price availability response,1
receive body parts,1
ship materials,1
create shipping request,1
ship cars,1
confirm orders,1
receive request,1
receive shipping work order,1
analyze work order,1
create body parts order,1
receive confirmation,1
create order confirmation rejection,1
ship parts,1
create manufacture work order,1
create order confirmation rejection,1
ship materials,1
transport cars,1
send order,1
receive order,1
customization user,1
send shipping request,1
receive confirmation,1
receive notification,1
send shipping failure notification,1
receive confirmation,1
provide comments feedback,1
publsih models,1
provide comments feedback,1
send supplement,1
send supplement,1
send main contract document,1
check catering,1
change profile,1
send email,1
create profile,1
check open orders,1
choose goods,1
cancel order,1
send feedback mail,1
select profile,1
remove goods,1
go to shopping cart,1
prepare goods,1
choose delivery time,1
check for conflicts,1
check qa,1
finalize schedule,1
prepare minutes,1
enter next year calendar,1
draft dates,1
create meeting folder,1
update all group calendars,1
escalate payment default,1
calculate sum of levies,1
complete registration form,1
send registration form,1
receive levy information,1
send levy information,1
receive levy details,1
send registration details,1
receive payment of levies,1
store registration details kip,1
store registration details heffingen,1
store levy information heffingen,1
capture up date records of registered item,1
match relevant epci ss standing queries,1
check requester access rights,1
looking up ds discovery names server,1
receive addresses requested data stored,1
publish basic records referrals,1
receive detailed info,1
looking up all epcis addresses that hold searched data,1
send requested detailed info,1
authentication of identity of ds,1
notify of denial,1
capture data of an item for time,1
send intelligence queries,1
verify addresses of epcis,1
being notified denial of access,1
initiate order,1
research turbocharger production,1
check received parts,1
order parts,1
repair turbo charger,1
approve order,1
enter order,1
research availability,1
select spare part,1
request turbocharger production data,1
initiate shipment,1
prepare voting summary,1
send information,1
vote schedule preemilinary,1
input details document,1
confirm booking,1
inquire about booking room,1
check room availability,1
send receipt,1
prompt payment,1
overwrite previously saved file,1
pay booking,1
check of shipment status during transport,1
store application files,1
publish tenure application intention,1
request further action,1
receive result,1
seek views,1
update tas,1
lodgement application,1
obtain views,1
investigation application,1
update tas,1
update tas,1
check internal,1
remove published tenure,1
schedule site inspection,1
process document,1
apply tenures,1
suspend processing,1
fill tenure application form,1
create application file,1
determine stakeholder,1
request approval,1
prepare tenure offer,1
obtain site survey result,1
terminate application,1
submit letter of application,1
determine tenure granted,1
retrieve document for checking,1
review application,1
accept order,1
send purchase order,1
issue payment,1
rework order,1
record documents,1
release reserve funds,1
create purchase order,1
reject order,1
reserve funds for purchase,1
review order,1
verify rfq,1
generate pricing options,1
produce cost estimates,1
add overhead cost,1
review vendors,1
review sales quote,1
send rfq,1
extract date,1
view photos,1
update date,1
choose existing trip,1
comment photo,1
authentication using web service,1
upload photos,1
add journal entry,1
extract geo location data,1
receive trip update notifocation message,1
choose trip subscription,1
extract photo information,1
update photo information,1
tag photos,1
update geo location data,1
create new trip,1
update face recognition data,1
extract face recognition data,1
enter trip page,1
review sales quote,1
send purchase order,1
verify rfq,1
deliver mail,1
collect mail,1
complete online transaction of add drop class,1
process form,1
go request add drop form,1
fulfill students request add drop form,1
check esis availability add drop procedure,1
update meter reading,1
reject the registration,1
check information a a b,1
update list of stock,1
confirm start of delivery a,1
grind rejection delivery registration,1
request admit final exams,1
contact student,1
request for one year more,1
check form,1
accept order,1
send shipment,1
enter purchase order,1
check inventory,1
reject order,1
authorize repair,1
send problem description,1
complete repair tasks,1
assign task,1
complete repair task,1
take computer back,1
test for computer functionality,1
write invoice,1
send invoice,1
calculate fees according candidate list,1
send out offer for emergency help,1
analyze insurance agreement,1
validation of grid,1
characteriza tion of problem,1
development interview grid,1
identification of axes of interviews,1
interview first series of,1
evaluation of solution,1
identification of problem,1
interview second series of,1
model reference process,1
identification of target actors,1
send request,1
select best proposals,1
accept project,1
receive proposal,1
send write receive,1
prepare content,1
review initial draft,1
meet informational,1
approval site,1
draft initial,1
preparation final version,1
hold meeting,1
edit metadata,1
edit metadata,1
accept date,1
propose dates,1
create case edit case,1
assign case id,1
propose dates,1
accept date,1
identification of target actors,1
characteriza tion of problem,1
development interview grid,1
identification of problem,1
evaluation of solution,1
model generic process,1
validation of grid,1
identification of axes of interviews,1
admission patient,1
follow up t,1
move character,1
remove half of money,1
remove conquest tokens,1
send default testimonial,1
check another business,1
remove the business,1
receive notification about purchase of business,1
change business status,1
cancel the process,1
archive data,1
send response,1
send response,1
post testimonial site,1
remind business on site,1
send notification about sale of business,1
receive notification about sale of business,1
check business status,1
remove prohibited items,1
refuse remove prohibited items extra weight,1
ask remove extra weight,1
allow boarding,1
check ticket,1
present ticket baggage,1
refuse boarding,1
clear baggage loading,1
check id vizum,1
remove extra weight,1
approve boarding,1
ask remove all prohibited items,1
check baggage,1
retrieve case history,1
check payment illigibility,1
collect required signatures for payment,1
con act beneficiary missing information,1
check request,1
inform request rejection,1
book bus,1
book hotel,1
check request,1
check constipation,1
fill post label,1
request quotes,1
take out extra insurance,1
package goods,1
check extra insurance necessary,1
assembly chair,1
assembly leg,1
back assembly,1
seat assembly,1
rework po,1
search for vendors,1
send po,1
review po,1
review po,1
record bill of lading,1
construct po,1
release funds for payment,1
query inventory level,1
record invoice,1
reserve funds payment,1
prepare bill of lading,1
pick shipment,1
receive order,1
send shipment,1
create advertise position,1
check applications,1
discard application,1
send compiled applications,1
send back for re editing,1
compile applications,1
distribute applications,1
start recruitment,1
make formal verbal offer,1
get approval,1
identify next best candidate,1
receive collected applications,1
receive late referee reports,1
update position profile,1
submit business case for approval,1
renegotiate terms conditions,1
issue formal written offer,1
archive application,1
proceed commence candidate selection,1
confirm position,1
complete required documents,1
commence candidate selection,1
confirm availability of selection panel,1
send for approval,1
photocopy applications,1
receive re edited referee report,1
send appointment approval form,1
assemble selection panel,1
close vacancy,1
book attraction,1
check request,1
handle manually,1
handle automatically,1
classify claim,1
judge claim,1
determine damage history,1
check policy,1
register claim,1
issue payment,1
contact policy holder,1
send rejection,1
check policy,1
check delivery,1
send order,1
store goods,1
receive order,1
submit electronical customs clearance,1
create full marketing campaign,1
contact retailers who willing buy new televisions,1
yes external marketing agency,1
give figures,1
no internal samsung marketing team,1
check declaration,1
receive form,1
check income,1
check deductibles,1
check house,1
obtain credits,1
ceremony graduation,1
receive message,1
completition internship,1
complete all mandatory curses,1
submit an application for internship,1
completion thesis,1
submit an application for defence of thesis,1
enrol study,1
check fulfilment of requirements,1
submit an application for state final examination,1
fulfil missing requierements,1
defence thesis,1
evaluation of application,1
reject purchase order,1
create purchase order,1
issue payment,1
rework purchase order,1
approve purchase order,1
review purchase order,1
record invoice,1
send purchase order,1
reserve funds,1
receive packing slip,1
receive invoice,1
release reserved funds,1
record packing slip,1
identify your business assets,1
choose suitable ip,1
check business assets,1
choose suitable ip,1
identify your business name,1
identify your business structure,1
pay applications fees,1
receive request for funds,1
pay vendor,1
purchase products,1
write check,1
check cash,1
enter vendor product description amount,1
receive invoice,1
reserve purchasing fund,1
send po,1
request inventory check,1
record invoice,1
release funds for payment,1
receive packing slip,1
record packing slip,1
reconstruct po,1
construct po,1
check inventory,1
issue payment,1
print report all invoices,1
compare report actual paper invoices,1
process urgent invoices first,1
sort invoices per client,1
re enter invoices,1
keep record of number of mistakes deo,1
highlight invoice entry form,1
check correctness,1
check invoice urgency,1
check invoice entered correclty box,1
change status,1
resolve discrepancy,1
update accounting system,1
assign domestic auto,1
convert currency xe com,1
match invoice,1
determine discrepancy exists,1
correct receiving dock,1
wire transfer payment,1
issue invoice,1
check payment,1
assign foreign manual,1
arrival valued delivery notes receving,1
remove frozen status,1
withing months,1
bake meatballs,1
turn meatballs after cooked through,1
check milk temperature,1
combine sauce milk onion egg beef,1
weigh beef,1
take temperature,1
shape ground beef meatballs,1
chop onions,1
get ground beef worcestershire sauce milk onion egg,1
transfer meatballs,1
receive t,1
receive t,1
create account,1
send confirm,1
request auction creation,1
create account,1
send account creation request,1
send register info,1
confirm selection of guests,1
search for friend name,1
send out invitation,1
insert email invitation,1
add personal message,1
update guest list,1
link requested id,1
retrieve data of requested object,1
publish relevant data,1
send object id url dns resolving,1
receive result,1
send results,1
make query of particular object info,1
email phd office,1
fix form,1
check form,1
notify not valid reason,1
notify email,1
send documentation,1
email reminder,1
email ph d office,1
fill form,1
send reminder,1
notify email,1
deduct amount personal fund budget,1
inform potential client responses,1
prepare portfolio presentation,1
prepare contract sign,1
send offer,1
analyze market,1
sign contract,1
need new client,1
check student expenses,1
reimburse only leftover money that student has fund,1
look for someone who can help you,1
check whether funds enough,1
try to fill lack signaled,1
inform which expenses lack of documentation,1
identification of non efficient practices,1
evaluation of process,1
identification of dysfunctions,1
model process,1
characteriza tion of problem,1
evaluation of process,1
evaluation of solution,1
signalization of an industrial problem,1
repair computer,1
test repairs,1
request repair quote,1
inform completion,1
estimate cost fix computer,1
inform computer cannot be fixed,1
assign repair technician,1
inform completion,1
repair computer,1
analyze estimate,1
send supplement,1
send main document,1
send supplement,1
create quote,1
check quote,1
read contract,1
assesment insurance specification,1
assesment insurance risk,1
check insurance offer,1
prepare insurance offer,1
inquiry insurance requirements,1
accept insurance,1
analysis further risk,1
prepare contract,1
send form,1
obtain employee manager approval,1
process form print check,1
send form,1
mail check,1
send check,1
obtain employee executive director approval,1
approve educational assistance,1
approve educational asisstance,1
check response,1
find land,1
finalize contracts suppliers,1
ensure food supplier,1
reevaluate conditions,1
send contract via email,1
ensure water resources,1
check availability rentability,1
determinate rent conditions,1
create contract form,1
select start time,1
select start date,1
send invoice,1
wait for feedback,1
send back complete,1
sign invoice entered,1
check for compliance,1
pay payment,1
send a reminder letter,1
validate invices,1
complete invoice,1
complete invoices,1
give request information,1
process succeed,1
send client request for information,1
sort income invoice,1
check completeness of invoice,1
know client,1
pay payment,1
look up excel file,1
identify advertising medium,1
send for approvals,1
review position profile,1
update position profile,1
verify position profile,1
discuss manager adavertising reqirments,1
identify established position,1
receive nominated applications for interview,1
advertize external nta,1
request approval offer,1
advertize internal nta,1
advertize agencies,1
close advertisement,1
requisition creat staff,1
conduct two reference check,1
select candidate,1
interview second,1
test psychometric,1
send for approval,1
conduct two reference check,1
send applications,1
generate offer letters,1
fail bus,1
book attraction,1
booking fails hotel,1
cancel log message transaction,1
book hotel,1
receive envelope,1
categorize envelopes,1
forward invoices,1
resolve unsuccessful renewals,1
check item renewability,1
check total renewals,1
notify of unsuccessful renewal,1
renew item,1
check total checked out item,1
resolution borrowing privileges suspensions,1
receive indication of unsuccessful renewal,1
resolve unsuccessful renewals,1
check item overdue more than hour,1
renew item,1
renew item,1
receive replacement cost letter,1
check item overdue more than days,1
receive indication of unsuccessful renewal,1
check item more than days overdue,1
check total checked out items,1
receive indication of unsuccessful renewal,1
check item requested,1
receive indication of unsuccessful renewal,1
return loan item,1
return item,1
resolve unsuccessful renewals,1
renew item,1
visit learning research desk,1
check total checked out item,1
receive indication of unsuccessful renewal,1
check client renew eligibility,1
resolve unsuccessful renewals,1
resolve unsuccessful renewals,1
receive indication of unsuccessful renewal,1
receive indication of unsuccessful renewal,1
renew item,1
keep item,1
receive indication of unsuccessful renewal,1
resolve unsuccessful renewals,1
receive indication of unsuccessful renewal,1
check total renewals,1
resolve unsuccessful renewals,1
accrue penalty points,1
resolve unsuccessful renewals,1
resolve unsuccessful renewals,1
check item overdue more than days,1
check total renewals,1
receive indication of unsuccessful renewal,1
check total renewals,1
resolve unsuccessful renewals,1
check total checked out item,1
resolve unsuccessful renewals,1
check glossary bc bd edaa bba abcd document,1
check progress,1
check process model,1
agree on team field,1
extend their process level,1
join team,1
assign roles team,1
perform work according role,1
check process assign points,1
assign team,1
fix the process until next session,1
present project,1
create one process model,1
send purchase order,1
reject purchase order,1
check inventory level,1
receive invoice,1
receive packing slip,1
prepare packing slip,1
issue payment,1
reserve funds for purchase order,1
receive purchase order,1
review purchase order,1
record packing slip,1
approve purchase order,1
create purchase order,1
rework purchase order,1
pick shipment,1
release reserved funds,1
record invoice,1
review customer claim,1
request more information,1
gather customer insurance information,1
confirm reception,1
select suitable applicant,1
advertize vacancy,1
appointment candidate,1
unmatched error function,1
check urgent invoices,1
sort per client,1
print report for recent invoices,1
process provide dci number,1
set ranked tournament of chosen formant,1
set casual tournament,1
collect game results,1
pay tournament fee,1
play tournament rounds,1
play tournament rounds,1
input names computer program,1
open envelop,1
forward invoice,1
categorize invoices,1
continue oral opioid,1
check patient,1
check ability swallow,1
check oral opioid taking,1
consider alternative opioid,1
check oral opioid taking,1
check pain persistence,1
consider consulting palliative care team advice,1
produce cost estimates,1
review suppliers,1
produce pricing options,1
provide more information,1
review sales quote,1
review pricing options,1
review information provided,1
create sales quote,1
add overhead costs,1
analyze rfq,1
generate rfq,1
verify rfq,1
compare report information invoice,1
print report all recently entered invoices,1
change status of invoice validated,1
check study plan,1
collect all courses information,1
create study plan,1
check study plan,1
schedule courses,1
publish courses information,1
check study plan,1
change study plan,1
commission evaluation,1
reject study plan,1
try to make another one,1
check native title,1
check parcel,1
start internal checks,1
review application,1
check survey plan registration,1
check title administrative advice,1
check whether any future major land action planned,1
check land valuation,1
check flight list,1
return glossary db db ba fd,1
fill personal information,1
select flight book,1
change conditions re enquire,1
register post seminar results,1
create purchase request,1
notify rejection,1
register event participation,1
verify user,1
check census date,1
proceed manage study plan package,1
process payment,1
view prerequisites information,1
process prerequisites waiver,1
administer enrolment,1
process unit swap,1
confirm enrolment,1
check enrol boxes,1
process search,1
withdraw unit s,1
request prerequisites waiver,1
log of qut virtual,1
process unit withdrawal,1
pay fees,1
swap unit s,1
select unit s,1
do nothing,1
check booking request,1
book attraction,1
verify applications,1
produce application packs,1
enter invoice process date according client sla invoice entry form,1
highlight error on invoice,1
categorize member of mail,1
mark as entered correctly,1
give priority,1
select paid invoices,1
check entered invoice details,1
sort invoice per client,1
staple invoice entry form invoice,1
clarify situation,1
keep record of data entry officer who made error,1
generate monthly invoices,1
sort invoice per vendor,1
change sap invoice entry validated,1
archive invoices,1
follow up phone,1
enter vendor name client name date of arrival at ssp invoice entry form,1
generate payment report,1
run payment process,1
highlight invoice as urgent,1
print report of recently entered invoices for client,1
diagnosis investigation,1
cancel activity,1
store asset,1
request iventory system,1
provide stock report,1
process equipment,1
check billing goes under nab,1
arrange device collection,1
re deploy asset,1
dispose asset,1
check stock availability,1
place purchase order,1
reject order,1
send invoice,1
confirm order,1
ship goods,1
book hotel,1
book bus,1
check request,1
confirmation booking,1
specify level of visibility,1
act node refs initial negotiation,1
authorize based access control policy,1
ofrecer detalles de la clinica al paciente,1
asignar peticion terapeuta,1
recibir peticion de servicios,1
revisar peticion de paciente,1
notificar peticion nueva,1
validar peticion,1
